scorer,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000,DeepCut_resnet50_laserInCabinetMar10shuffle1_1030000
bodyparts,nose,nose,nose,body,body,body,tailBase,tailBase,tailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
5899,506.74959087371826,399.7726821899414,1.0,444.6437827348709,388.2215881347656,1.0,402.97307443618774,368.7281632423401,1.0
5900,532.475996017456,399.05503368377686,1.0,470.2457950115204,390.2508101463318,1.0,418.3848910331726,374.7991843223572,1.0
5901,558.0050196647644,381.66808223724365,1.0,491.8735466003418,385.1041684150696,1.0,445.6766563653946,377.1566553115845,1.0
5902,564.8545740842819,378.115930557251,1.0,506.9786134958267,372.5491666793823,1.0,468.9897974729538,365.2141389846802,1.0
5903,554.2603287696838,383.68562269210815,1.0,503.27157187461853,373.7068032026291,1.0,468.46968364715576,359.88163781166077,1.0
5904,543.3517532348633,397.9552025794983,1.0,499.74887561798096,377.0457429885864,1.0,467.01735830307007,358.9593460559845,1.0
5905,557.3978818655014,416.2075848579407,1.0,511.14956164360046,381.2093048095703,1.0,473.952721118927,356.49993896484375,1.0
5906,566.2614848613739,427.3074440956116,1.0,519.8714127540588,391.75978541374207,1.0,479.4994692802429,359.1753399372101,1.0
5907,575.3908641338348,433.49435663223267,1.0,525.2915812730789,396.83793354034424,1.0,486.3167357444763,359.2366178035736,1.0
5908,573.7439132928848,434.5143904685974,1.0,528.5218858718872,400.90046882629395,1.0,489.6283292770386,362.2037491798401,1.0
5909,568.1942534446716,435.194402217865,1.0,531.4675850868225,402.0920443534851,1.0,498.879515171051,362.99246311187744,1.0
5910,559.9440758228302,431.3059341907501,1.0,534.4443633556366,399.4277820587158,1.0,512.383994102478,365.5257730484009,1.0
5911,552.251624584198,431.7756688594818,0.999924898147583,543.1333737373352,402.1192889213562,1.0,518.7582304477692,376.1918821334839,1.0
5912,551.5236604213715,431.60814809799194,0.9999998807907104,540.4249495863914,404.069504737854,1.0,526.1557292938232,379.03729724884033,1.0
5913,542.9604334831238,433.385600566864,0.00012478232383728027,536.1462182998657,404.06056785583496,1.0,531.9160965383053,382.2065238952637,1.0
5914,530.7209247350693,419.0119259953499,0.0007477104663848877,535.1876826286316,404.2548069357872,1.0,534.4862868785858,383.8712844848633,1.0
5915,520.8197205066681,414.8331689834595,0.0002797842025756836,531.7072282731533,403.7609490901232,1.0,534.8532996177673,385.86819076538086,1.0
5916,522.8718664646149,420.3716212809086,0.0014702379703521729,533.6605920791626,404.1919696480036,1.0,534.6060807704926,382.78016924858093,1.0
5917,522.9137492179871,420.39723858237267,0.008540719747543335,533.0067522525787,403.5976237654686,1.0,533.7219479084015,381.7290163040161,1.0
5918,494.6298089027405,417.79810094833374,1.0,534.4378612041473,399.8616864681244,1.0,537.0896782875061,376.8428258895874,1.0
5919,476.83735752105713,409.99184560775757,1.0,528.5334992408752,399.7993583679199,1.0,540.4969975948334,369.6106948852539,1.0
5920,454.94600009918213,396.0820474624634,1.0,510.0955355167389,393.146005153656,1.0,542.8528056144714,372.40275287628174,1.0
5921,417.05802726745605,391.6320731639862,1.0,480.79487133026123,388.14302253723145,1.0,529.1960134506226,378.32206678390503,1.0
5922,370.32431519031525,375.0549612045288,1.0,441.1673913002014,376.4915199279785,1.0,481.09089708328247,375.44709849357605,1.0
5923,327.50277495384216,365.57728099823,1.0,388.2938946187496,368.7625665664673,1.0,435.16261291503906,370.04594898223877,1.0
5924,286.86633229255676,349.65326976776123,1.0,346.0076060295105,358.624808549881,1.0,394.9536175727844,363.09565258026123,1.0
5925,255.2974784374237,346.2581491470337,1.0,316.34705954790115,345.02851009368896,1.0,363.68186324834824,348.0405864715576,1.0
5926,226.03300142288208,344.0460481643677,1.0,288.08909463882446,339.54181718826294,1.0,334.57209062576294,344.11735343933105,1.0
5927,195.83066080510616,332.18001651763916,1.0,260.5856572985649,334.08894634246826,1.0,308.58618372678757,333.03130531311035,1.0
5928,161.56340837478638,333.83645808696747,1.0,221.4900313615799,329.54717540740967,1.0,271.44107127189636,331.9227271080017,1.0
5929,133.35745239257812,327.52860379219055,1.0,201.8731722831726,329.8846297264099,1.0,243.74000158905983,324.5701503753662,1.0
5930,116.76970386505127,332.843789100647,1.0,179.69912594556808,322.8166084289551,1.0,223.5649495124817,315.1965618133545,1.0
5931,114.20912504196167,348.93535327911377,1.0,173.71385097503662,326.0107469558716,1.0,214.29274606704712,319.2068123817444,1.0
5932,112.4922194480896,367.1811673641205,1.0,170.3604702949524,334.02797865867615,1.0,210.1702847480774,322.928102016449,1.0
5933,97.33178567886353,373.68034839630127,1.0,161.746031999588,341.50892448425293,1.0,201.61498975753784,325.77762746810913,1.0
5934,82.20101404190063,380.90608978271484,1.0,147.6927342414856,348.40671157836914,1.0,186.4294468164444,324.0996370315552,1.0
5935,81.38588571548462,400.9477343559265,1.0,127.50001645088196,354.53599786758423,1.0,165.69373548030853,323.54104471206665,1.0
5936,94.79817605018616,416.2769260406494,1.0,125.58730375766754,363.8319945335388,1.0,157.62219750881195,334.2346782684326,1.0
5937,103.71057891845703,427.8095941543579,1.0,122.97000789642334,370.77182388305664,1.0,153.30228471755981,338.88598918914795,1.0
5938,100.880963742733,428.65901470184326,1.0,118.02815318107605,379.2493996620178,1.0,136.76939392089844,342.7061903476715,1.0
5939,99.53511333465576,425.7551784515381,1.0,109.96600842475891,385.6588821411133,1.0,130.97739601135254,354.2003483772278,1.0
5940,106.43422603607178,421.9650410413742,1.0,108.8727912902832,395.388578414917,1.0,121.2918643951416,368.5514464378357,1.0
5941,105.45465636253357,419.96846686303616,0.9000476002693176,108.18258953094482,395.52825689315796,1.0,118.63353419303894,369.9413552284241,1.0
5942,109.50833702087402,421.71771013736725,0.9993478059768677,108.70596408843994,394.46382093429565,1.0,118.22125601768494,369.0511283874512,1.0
5943,106.83071386814117,422.900443315506,0.999984622001648,108.37131023406982,394.65632343292236,1.0,118.93859505653381,367.7085077762604,1.0
5944,104.08525371551514,427.42596876621246,1.0,109.64172840118408,397.6995687484741,1.0,120.0993423461914,366.3369152545929,1.0
5945,105.68388676643372,425.65270018577576,1.0,108.75182163715363,396.98535537719727,1.0,119.59840512275696,365.37434101104736,1.0
5946,106.89869701862335,422.09917759895325,0.0008744001388549805,107.720876455307,397.23747539520264,1.0,119.88893842697144,365.84590911865234,1.0
5947,133.48520517349243,401.2749671936035,1.4573335647583008e-05,120.78069543838501,404.3490099608898,0.9999852180480957,127.20602083206177,408.6687958240509,0.9999994039535522
5948,141.10310745239258,370.23495864868164,2.8312206268310547e-06,138.89691638946533,378.7808666229248,0.02018234133720398,137.7739806175232,373.8951016664505,1.0
5949,160.76315760612488,381.3123173713684,0.6872007846832275,147.72956123948097,366.11358404159546,0.9999997615814209,150.82015991210938,370.71002757549286,0.9663040041923523
5950,124.07142696529627,378.9571647644043,0.9806513786315918,143.04831671714783,373.64483892917633,1.0,163.46248495578766,365.09546756744385,1.0
5951,74.50194644927979,401.54279041290283,1.0,136.5702657699585,387.01616460084915,1.0,184.38332843780518,366.5850782394409,1.0
5952,73.57769012451172,402.94915866851807,0.9989957809448242,109.73052716255188,387.0225110054016,1.0,147.4802474975586,367.65132212638855,1.0
5953,84.36149969696999,396.986820936203,0.7891830205917358,97.60029768943787,390.1441373825073,1.0,117.63046193122864,371.026695728302,1.0
5954,85.44736707210541,396.84459632635117,0.9242210984230042,98.39565753936768,386.5635919570923,1.0,116.41986313462257,372.2655096054077,1.0
5955,88.23536324501038,390.2432277202606,0.0053574442863464355,100.61237472295761,380.9251937866211,1.0,118.45778894424438,370.2878518104553,1.0
5956,89.38471508026123,383.2161605358124,0.0007245242595672607,101.59956431388855,379.20102167129517,1.0,118.50024366378784,370.1778745651245,1.0
5957,101.7972719669342,401.5737066268921,0.0006738603115081787,103.59298944473267,377.30242252349854,1.0,118.78765726089478,370.25986433029175,1.0
5958,89.01056337356567,351.6015202999115,0.9999998807907104,105.96402931213379,371.20817679166794,1.0,119.21127486228943,370.60491275787354,1.0
5959,84.57479190826416,348.3681379854679,1.0,101.90885925292969,375.09274339675903,1.0,119.0451295375824,372.546688079834,1.0
5960,82.47241604328156,352.57073736190796,0.999984622001648,100.2237311899662,373.1195459365845,1.0,117.59945750236511,372.983811378479,1.0
5961,77.24799799919128,353.8892722129822,1.0,99.48682117462158,375.0744345188141,1.0,121.8751711845398,372.4806909561157,1.0
5962,86.87061405181885,381.36557602882385,0.0015419721603393555,105.38594961166382,376.91192865371704,1.0,125.86136412620544,368.71273469924927,1.0
5963,103.38398313522339,399.5892479419708,1.0,109.26047229766846,374.3480682373047,1.0,132.40288639068604,361.9018430709839,1.0
5964,129.39827251434326,413.5246471166611,1.0,114.92552328109741,378.00470781326294,1.0,134.2714159488678,358.3369131088257,1.0
5965,130.43641114234924,415.7389280796051,1.0,115.02957057952881,378.6762042045593,1.0,133.65501523017883,355.8007950782776,1.0
5966,127.79664611816406,411.90736158937216,0.3940899074077606,112.89951467514038,378.9533381462097,1.0,132.60480761528015,356.71782875061035,1.0
5967,81.96099615097046,410.6376203298569,2.384185791015625e-06,135.25211644172668,398.92959928512573,0.9999825954437256,131.1149401664734,397.2384490966797,1.0
5968,160.19005012512207,382.4622416496277,4.172325134277344e-06,171.21090763807297,389.62646090984344,0.9999881982803345,156.94419622421265,388.8665850162506,1.0
5969,150.6593635082245,343.5576946735382,1.0,170.9790461063385,372.3510707318783,1.0,190.0131800174713,385.4980812072754,0.9995378255844116
5970,180.70164686441422,420.68680840730667,0.00479435920715332,177.76125526428223,384.23278760910034,1.0,165.35499131679535,347.65002250671387,1.0
5971,166.31156992912292,431.74908208847046,1.0,166.89521050453186,378.086088180542,1.0,175.83491826057434,334.39725637435913,1.0
5972,154.22545957565308,432.7478618621826,1.0,161.10651636123657,389.2322759628296,1.0,174.68946146965027,346.048725605011,1.0
5973,153.65900874137878,430.89641857147217,0.9999895095825195,159.34817790985107,401.18328619003296,1.0,172.07351230084896,363.16941595077515,1.0
5974,141.05337500572205,413.4427968263626,1.0,163.3698935508728,392.9429225921631,1.0,174.60711884498596,364.33540534973145,1.0
5975,131.9773457031697,395.90625561773777,1.0,164.21577940881252,387.3214497566223,1.0,175.12354516983032,363.10119676589966,1.0
5976,132.9057132601738,391.65806698799133,1.0,162.77934789657593,385.53106784820557,1.0,174.72394824028015,365.8901958465576,1.0
5977,132.04395316541195,365.8507385253906,1.0,161.4925262928009,375.13928985595703,1.0,181.22190392017365,362.04710245132446,1.0
5978,125.84390032291412,347.02399730682373,1.0,161.07761669158936,363.7624773979187,1.0,187.4500269293785,366.09857082366943,1.0
5979,121.7120795249939,332.8102693557739,1.0,154.6855366230011,357.23569107055664,1.0,187.67266750335693,367.64068484306335,1.0
5980,114.24120140075684,330.1889238357544,1.0,150.179279088974,355.6796169281006,1.0,187.2818112373352,366.5052134990692,1.0
5981,106.80346775054932,329.9230351448059,1.0,146.37233591079712,359.0403747558594,1.0,187.86750078201294,367.85611605644226,1.0
5982,96.73730993270874,325.4162549972534,1.0,141.48806285858154,357.6168910264969,1.0,187.53184747695923,369.04713010787964,1.0
5983,88.97348546981812,327.7677175998688,1.0,139.15131950378418,355.7520318031311,1.0,186.04106760025024,366.4890739917755,1.0
5984,89.59804821014404,326.1590347290039,1.0,140.1206455230713,354.33509349823,1.0,185.2226529121399,366.2266824245453,1.0
5985,91.85619921982288,324.4776334762573,1.0,140.44013693928719,354.77800607681274,1.0,185.47887563705444,366.3487501144409,1.0
5986,92.5283887386322,324.88137912750244,1.0,139.81374882161617,355.35728883743286,1.0,184.8125295639038,366.8283176422119,1.0
5987,93.18286776542664,325.5427436828613,1.0,139.8431338071823,355.65739393234253,1.0,184.94811630249023,366.89432311058044,1.0
5988,93.2296187877655,325.3783950805664,1.0,140.0184323694557,355.4746208190918,1.0,184.88306617736816,367.11047410964966,1.0
5989,93.58553767204285,325.3733386993408,1.0,140.09767603874207,355.8006811141968,1.0,184.9196515083313,367.17576599121094,1.0
5990,94.90249156951904,324.8429899215698,1.0,140.16296565532684,356.25085830688477,1.0,184.78529834747314,367.1399188041687,1.0
5991,98.04624700546265,321.2687611579895,1.0,140.91755080223083,355.518883228302,1.0,185.06891584396362,366.476469039917,1.0
5992,97.17841720581055,322.73045921325684,1.0,140.68982940912247,355.53004932403564,1.0,185.05153608322144,366.68039321899414,1.0
5993,97.07834815979004,322.81762313842773,1.0,140.43823531270027,355.2440848350525,1.0,184.93661737442017,366.52623105049133,1.0
5994,102.61963725090027,319.5711135864258,1.0,142.0732123851776,355.11392307281494,1.0,185.7437686920166,366.55628991127014,1.0
5995,127.27305221557617,311.9396102428436,1.0,146.46535396575928,356.87465953826904,1.0,186.29023838043213,370.4999270439148,1.0
5996,152.3813714981079,302.5002405643463,1.0,153.02969932556152,353.3610796928406,1.0,185.99368333816528,373.6791687011719,1.0
5997,176.1740550994873,294.0100495815277,1.0,154.39852809906006,340.9522523880005,1.0,177.14720559120178,373.82826042175293,1.0
5998,201.31419801712036,278.58976650238037,1.0,165.40023529529572,324.3167943954468,1.0,172.20221677422523,363.4993659257889,0.9999912977218628
5999,226.44225072860718,271.01442074775696,1.0,190.332022190094,301.14710998535156,1.0,158.6846296787262,343.5283224582672,1.0
6000,238.4188404083252,277.36418783664703,1.0,194.95738554000854,304.75505685806274,1.0,162.06566858291626,338.72272777557373,1.0
6001,264.48014879226685,272.0726671218872,1.0,209.51939725875854,301.886155128479,1.0,169.88215017318726,326.1383225917816,1.0
6002,296.4290795326233,262.4673252105713,1.0,241.47798919677734,288.76707553863525,1.0,192.7815818786621,295.07691526412964,1.0
6003,325.6478343009949,259.9468731880188,1.0,271.4294376373291,281.14673471450806,1.0,223.6718966960907,287.4718587398529,1.0
6004,356.3305218219757,255.8271770477295,1.0,295.4490268230438,272.0837507247925,1.0,248.9793472290039,275.16580867767334,1.0
6005,392.4980010986328,251.03798389434814,1.0,329.3850860595703,262.7182013988495,1.0,285.865611076355,270.0210151672363,1.0
6006,414.0718412399292,255.27392673492432,1.0,349.8553276062012,267.5381751060486,1.0,306.8804397583008,273.93794107437134,1.0
6007,445.9251799583435,264.52685546875,1.0,383.7794899940491,263.56590008735657,1.0,338.5254416465759,258.4619297981262,1.0
6008,476.13521422445774,284.18574714660645,1.0,415.26420283317566,268.9606475830078,1.0,366.98398518562317,256.55441761016846,1.0
6009,499.91246046870947,290.4537181854248,1.0,440.38311672210693,279.9627664089203,1.0,392.3655695915222,269.548321723938,1.0
6010,525.3145394325256,302.80430340766907,1.0,462.65205788612366,284.5324535369873,1.0,418.1553907394409,263.3203377723694,1.0
6011,529.9704394340515,333.9522771835327,1.0,484.26390075683594,296.2884712219238,1.0,440.87523889541626,273.25892448425293,1.0
6012,535.7309184074402,356.6572618484497,1.0,494.56082487106323,315.20491123199463,1.0,454.8622109889984,283.7876753807068,1.0
6013,547.2278861999512,365.08342361450195,1.0,503.4604218006134,323.19515323638916,1.0,476.03126335144043,282.02408599853516,1.0
6014,548.3216880261898,380.0595989227295,1.0,511.127831697464,335.87562465667725,1.0,488.49566650390625,293.7689275741577,1.0
6015,537.8973488807678,384.9398865699768,1.0,507.42336988449097,343.78707122802734,1.0,483.524471282959,304.82406759262085,1.0
6016,526.120320558548,393.0648775100708,1.0,506.26839780807495,345.56081771850586,1.0,484.37394228577614,306.68000984191895,1.0
6017,515.6002507209778,394.3408360481262,1.0,505.9010524749756,343.2482614517212,1.0,493.1575012207031,303.5528302192688,1.0
6018,507.5115542411804,391.9006378650665,1.0,504.7059202194214,345.02353382110596,1.0,492.43553280830383,304.5089907646179,1.0
6019,496.24900007247925,399.4702260494232,1.0,504.01410007476807,350.3528838157654,1.0,494.5512707233429,309.07807540893555,1.0
6020,484.93411207199097,411.6450114250183,1.0,498.64570581912994,358.3441286087036,1.0,497.1200065612793,313.3930492401123,1.0
6021,478.9110085964203,427.9243264198303,1.0,491.90795113146305,373.4253149032593,1.0,496.9548044204712,327.3554549217224,1.0
6022,474.69674825668335,430.7627465724945,1.0,487.858026266098,378.03621768951416,1.0,501.76020300388336,337.42562103271484,1.0
6023,463.24653482437134,435.002562046051,1.0,487.3887367248535,380.94982624053955,1.0,502.4123640060425,342.9552803039551,1.0
6024,447.94000911712646,432.65284633636475,1.0,484.3316482305527,387.4782409667969,1.0,496.2039051055908,351.6323163509369,1.0
6025,435.6253008842468,426.11831998825073,1.0,474.33542919158936,387.9973826408386,1.0,487.17843747138977,352.8044776916504,1.0
6026,431.12113547325134,422.0259394645691,1.0,468.5560312271118,390.04013776779175,1.0,485.21195220947266,354.26087284088135,1.0
6027,424.7773509025574,411.8957862854004,1.0,469.1239284276962,387.6868705749512,1.0,487.3165748119354,354.66224908828735,1.0
6028,421.1599420309067,402.58081817626953,1.0,465.50213623046875,385.71126317977905,1.0,488.70268154144287,352.8743824958801,1.0
6029,419.83675813674927,399.6132037639618,1.0,465.71772289276123,382.639532327652,1.0,490.38959646224976,351.7225422859192,1.0
6030,415.32357239723206,395.8294973373413,1.0,462.12633991241455,382.55144214630127,1.0,490.1091818809509,352.54778814315796,1.0
6031,407.4710342884064,387.5325903892517,1.0,456.5541024208069,380.4977035522461,1.0,490.0847635269165,353.4319443702698,1.0
6032,407.61685967445374,374.7588269710541,1.0,457.37084436416626,372.4356985092163,1.0,492.18399238586426,353.96181440353394,1.0
6033,402.4354444742203,358.6952953338623,1.0,451.9251970797777,368.2157926559448,1.0,491.41412377357483,356.98100185394287,1.0
6034,391.8401141166687,349.2248840332031,1.0,442.09447383880615,370.9551639556885,1.0,480.9325318336487,372.28596782684326,1.0
6035,380.3973582684994,347.0196805000305,1.0,426.1688256263733,369.731689453125,1.0,466.91144943237305,383.88905906677246,1.0
6036,363.30244636535645,345.6628956794739,1.0,414.1807589530945,363.0339865684509,1.0,453.77234172821045,380.44110012054443,1.0
6037,334.65333437919617,338.11151790618896,1.0,394.07409620285034,357.3206812143326,1.0,428.8434715270996,377.56172275543213,1.0
6038,307.2214009165764,333.6305932998657,1.0,362.07726097106934,346.45357513427734,1.0,405.47031712532043,356.6765441894531,1.0
6039,281.2505531311035,328.37847423553467,1.0,337.16045475006104,341.17619609832764,1.0,377.55917263031006,354.48917722702026,1.0
6040,252.70194870233536,323.35137271881104,1.0,309.52711594104767,337.4962315559387,1.0,356.2081661224365,350.7014830112457,1.0
6041,223.02700662612915,329.6827230453491,1.0,279.99712467193604,331.1028871536255,1.0,327.4702880382538,342.75566482543945,1.0
6042,197.39374661445618,339.6135368347168,1.0,256.2463264465332,333.02805519104004,1.0,298.55910634994507,342.9944815635681,1.0
6043,175.72477912902832,343.4221656322479,1.0,238.4657688140869,338.77915239334106,1.0,282.9656753540039,332.344521522522,1.0
6044,163.9448971748352,336.64726972579956,1.0,223.60063481330872,335.38832211494446,1.0,269.89439713954926,329.5049080848694,1.0
6045,153.65038347244263,340.63423347473145,1.0,213.70969557762146,336.94647884368896,1.0,258.6508979797363,338.6337261199951,1.0
6046,148.45712316036224,351.1110897064209,1.0,211.86136139929295,340.10336112976074,1.0,250.0159273147583,339.258460521698,1.0
6047,131.1584374308586,349.87574768066406,1.0,195.045006275177,345.30351161956787,1.0,235.8651555776596,339.40993213653564,1.0
6048,110.73005723953247,349.35053539276123,1.0,175.0234375,342.4236238002777,1.0,217.6315221786499,331.07052087783813,1.0
6049,90.13729953765869,343.77627062797546,1.0,150.25430965423584,342.43388271331787,1.0,192.85171508789062,344.6511869430542,1.0
6050,77.82029747962952,331.23152446746826,1.0,128.5854630470276,344.9090619087219,1.0,167.370436668396,342.7526943683624,1.0
6051,84.82226121425629,321.35703563690186,1.0,115.58752107620239,336.79118251800537,1.0,154.8197203874588,341.2970037460327,1.0
6052,92.68171787261963,324.2521324157715,1.0,116.66431713104248,336.9849591255188,1.0,150.6130030155182,343.737952709198,1.0
6053,98.98353922367096,326.61898970603943,0.9999998807907104,119.31385612487793,336.7253313064575,1.0,151.4876208305359,343.86186957359314,1.0
6054,100.01549401506782,330.1578130722046,0.9231594204902649,120.69775819778442,336.9186363220215,1.0,151.95266890525818,343.8469910621643,1.0
6055,100.04535239562392,327.54695105552673,1.0,121.09320878982544,336.7171483039856,1.0,151.9991807937622,344.12378549575806,1.0
6056,93.38123226165771,330.28417587280273,1.0,119.86444187164307,336.4747848510742,1.0,153.47529315948486,343.92727971076965,1.0
6057,86.71453881263733,352.90088176727295,1.0,117.57263469696045,339.5918927192688,1.0,155.00000476837158,342.4623806476593,1.0
6058,94.15166068077087,370.76262044906616,1.0,118.99390625953674,338.869535446167,1.0,153.51782202720642,340.7329788208008,1.0
6059,98.53276634216309,384.96954917907715,1.0,119.498215675354,346.3022165298462,1.0,153.3049874305725,340.2369899749756,1.0
6060,113.1742262840271,410.83716583251953,1.0,120.755943775177,357.46993827819824,1.0,149.3881629705429,337.3046374320984,1.0
6061,121.87998676300049,429.98727226257324,1.0,119.35975289344788,375.1151475906372,1.0,142.10975551605225,342.8759639263153,1.0
6062,127.99499034881592,427.9625163078308,1.0,124.16044673323631,380.27435207366943,1.0,146.08675956726074,349.67004013061523,1.0
6063,117.96427595615387,418.3384566307068,1.0,125.61444067955017,379.9260673522949,1.0,146.39951968193054,348.8849153518677,1.0
6064,112.978600025177,418.65835523605347,1.0,122.56707429885864,380.2324562072754,1.0,142.02093839645386,355.48094415664673,1.0
6065,111.14213228225708,412.6499319076538,1.0,120.9900016784668,383.7227861881256,1.0,139.63243341445923,359.0203206539154,1.0
6066,101.93935585021973,397.6001366376877,0.009636342525482178,121.12240600585938,384.3034677505493,1.0,139.35352993011475,360.3477420806885,1.0
6067,101.46020412445068,398.1344714164734,0.04742661118507385,121.31251811981201,384.94434118270874,1.0,139.74559783935547,359.7710084915161,1.0
6068,106.69230604171753,410.6399984359741,1.0,120.21430730819702,384.90876722335815,1.0,139.92630672454834,360.0824990272522,1.0
6069,105.08009648323059,404.6292974948883,0.010903090238571167,119.20559525489807,387.35673999786377,1.0,138.89018392562866,360.61861848831177,1.0
6070,101.9303606748581,405.14538991451263,0.7586860656738281,118.83358669281006,388.1952066421509,1.0,138.04940271377563,360.6587600708008,1.0
6071,104.20907521247864,404.4207744896412,0.04894647002220154,119.4087266921997,387.3747925758362,1.0,139.14292764663696,359.5270571708679,1.0
6072,115.90925693511963,389.22444915771484,4.222989082336426e-05,105.8208703994751,396.0887326076627,0.9999710321426392,116.06207634881139,391.9951322078705,1.0
6073,150.94564294815063,361.40554881095886,3.725290298461914e-06,139.00427812337875,368.0987870693207,0.9983478784561157,148.67701876163483,358.4240162372589,1.0
6074,152.6728663444519,310.20960903167725,0.99990314245224,170.11406028270721,346.6320081949234,0.9999996423721313,154.0943022966385,308.14520587027073,0.9973859786987305
6075,162.3318316936493,383.9483790397644,1.0,175.79048442840576,349.80929601192474,1.0,182.83703517913818,320.3981547355652,1.0
6076,132.13934326171875,422.57372188568115,1.0,179.91980835795403,359.8833124637604,1.0,214.09829354286194,308.2951481938362,0.999803900718689
6077,128.2545337677002,415.9209280014038,1.0,174.7858009338379,371.84135580062866,1.0,209.05638217926025,340.17231369018555,1.0
6078,114.93861329555511,396.9896078109741,1.0,164.9779935479164,373.19111728668213,1.0,200.93871641159058,351.65898299217224,1.0
6079,111.1079957485199,372.5829439163208,1.0,159.7523157596588,366.6100776195526,1.0,198.35582423210144,346.3150930404663,1.0
6080,112.85860061645508,341.8127250671387,1.0,158.51094365119934,359.997661113739,1.0,196.75671768188477,344.693172454834,1.0
6081,112.16788911819458,328.33130979537964,1.0,154.06932401657104,353.469765663147,1.0,196.47863388061523,351.9120991230011,1.0
6082,108.10766887664795,325.08287715911865,1.0,151.86174535751343,351.66703248023987,1.0,194.7413091659546,351.5388185977936,1.0
6083,109.24566173553467,315.7988338470459,1.0,148.3959033191204,348.036545753479,1.0,192.4294114112854,352.76066732406616,1.0
6084,107.28058242797852,315.298789024353,1.0,144.72428941726685,342.77312898635864,1.0,187.75660221278667,355.3191170692444,1.0
6085,106.99910593032837,312.97985076904297,1.0,143.20569896697998,346.54139709472656,1.0,186.71394979953766,355.55472564697266,1.0
6086,109.97559261322021,307.39684009552,1.0,142.40388417243958,342.7102279663086,1.0,185.97995901107788,357.31554794311523,1.0
6087,121.1537971496582,296.8634343147278,1.0,144.23317909240723,341.5018310546875,1.0,185.2747449874878,357.794282913208,1.0
6088,127.22570037841797,292.6883821487427,1.0,145.40753746032715,343.30165910720825,1.0,184.92599725723267,359.28221559524536,1.0
6089,128.15555572509766,292.51891040802,1.0,147.01230907440186,344.88217878341675,1.0,186.07928323745728,360.44566917419434,1.0
6090,132.83334678411484,290.3385624885559,1.0,151.00628638267517,344.9869236946106,1.0,186.2401123046875,362.10255908966064,1.0
6091,135.0228533744812,289.3832998275757,1.0,151.02363395690918,344.99246740341187,1.0,187.41267347335815,364.1913833618164,1.0
6092,150.14263653755188,282.3747982978821,1.0,151.21416664123535,339.2801876068115,1.0,187.21455240249634,364.2678518295288,1.0
6093,165.21981644630432,267.5277147293091,1.0,152.42630863189697,325.1419906616211,1.0,180.7197036743164,363.7479901313782,1.0
6094,171.1419529914856,254.00580406188965,1.0,154.22017574310303,311.2772762775421,1.0,167.2788429260254,354.80016005039215,1.0
6095,179.10034132003784,235.66932201385498,1.0,162.29949009418488,291.3811626434326,1.0,163.3741946220398,338.50257778167725,1.0
6096,190.5708179473877,219.83603429794312,1.0,170.11135721206665,275.1890935897827,1.0,166.1652753353119,322.6253385543823,1.0
6097,198.9522626399994,202.31118774414062,1.0,174.23244333267212,255.33391404151917,1.0,151.73707962036133,296.5453305244446,1.0
6098,207.3733172416687,186.91280269622803,1.0,183.61810636520386,236.51211738586426,1.0,164.87090682983398,280.744176864624,1.0
6099,217.12216186523438,172.56554794311523,1.0,192.40523099899292,229.65620136260986,1.0,173.23129081726074,272.76679706573486,1.0
6100,227.60777202248573,150.66783332824707,1.0,203.16904640197754,209.72338438034058,1.0,172.1223382949829,249.60934209823608,1.0
6101,240.801860332489,129.7752137184143,1.0,214.44457125663757,184.5619993209839,1.0,184.4146180152893,230.71095824241638,1.0
6102,249.45379877090454,107.9900255203247,1.0,224.50291204452515,166.11095142364502,1.0,202.32642889022827,211.89334297180176,1.0
6103,255.18276286125183,83.54416561126709,1.0,232.68254280090332,145.4877257347107,1.0,198.25000882148743,185.16132259368896,1.0
6104,263.74878692626953,64.12256479263306,1.0,239.2553906440735,119.74194049835205,1.0,211.4316759109497,169.58360719680786,1.0
6105,268.38214588165283,64.78036546707153,1.0,241.73580980300903,115.94819784164429,1.0,220.83930259943008,163.90407752990723,1.0
6106,271.7310667037964,78.46165561676025,1.0,242.23694717884064,125.44661140441895,1.0,224.69320440292358,166.85909748077393,1.0
6107,278.04388070106506,92.62133121490479,1.0,243.87786054611206,130.30756521224976,1.0,224.61841821670532,168.9234266281128,1.0
6108,279.860004901886,100.08718395233154,1.0,244.7625213265419,131.5243706703186,1.0,224.2903652191162,169.6916732788086,1.0
6109,282.2236018180847,103.61218619346619,1.0,246.68016862869263,131.95728731155396,1.0,224.41369771957397,170.07753372192383,1.0
6110,288.4242401123047,114.62842464447021,1.0,246.33039832115173,131.80024814605713,1.0,224.69223260879517,170.61998653411865,1.0
6111,296.37864208221436,125.06391048431396,1.0,246.3361029624939,133.7893009185791,1.0,222.42478156089783,170.90184783935547,1.0
